country,year,sex,list,agf,cause,total,d0,d1,d5,d10,d15,d20,d25,d30,d35,d40,d45,d50,d55,d60,d65,d70,d75,d80,d85p,d85,d90p,d90,d95p,d95,d100p
LVA,1956,1,interm,1,103,277.0019,1.670361,5.243419,7.447486,6.93229,13.43385,35.02332,36.06397,19.5063,19.17284,18.89507,27.85561,21.20836,19.99838,6.258934,7.912087,8.950119,8.95781,7.181626,5.290107,.,.,.,.,.,.
LVA,1957,1,short,1,0,9984.0063,705.939145,132.002183,81.001869,76.003124,145.00378,232.008721,249.009838,196.104612,211.014207,259.014566,402.02262,652.042938,674.044505,759.100903,1072.142504,1228.163283,1204.160034,1019.135488,686.091255,.,.,.,.,.,.
LVA,1957,1,interm,1,1,16.15893,11.72117,1.132316,0.060436,0.082416,0,0,0.07183,0.035512,0.038231,0.028594,0.044383,0.036219,0.03744,0.36505,0.51559,0.59062,0.579077,0.490099,0.329941,.,.,.,.,.,.
LVA,1957,1,interm,1,2,9.0415,8.571602,0.379262,0,0,0,0,0,0,0,0,0,0,0,0.011527,0.01628,0.01865,0.018285,0.015476,0.010418,.,.,.,.,.,.
LVA,1957,1,interm,1,3,624.9024,6.000001,6.091985,1.745163,2.379797,5.119941,21.87017,37.4324,34.69229,37.34844,36.10138,56.03381,82.83921,85.6344,26.91263,38.01099,43.54243,42.69144,36.13172,24.3242,.,.,.,.,.,.
LVA,1957,1,interm,1,4,17.79308,11.7,0,0,0,0,0,0,0.512714,0.55197,0,0,2.081204,2.151429,0.101204,0.142939,0.16374,0.160539,0.135872,0.09147,.,.,.,.,.,.
LVA,1957,1,interm,1,5,51.93416,15.52899,14.55776,5.549009,1.712477,3.261411,1.090365,1.189478,0.137737,0.106352,0.619303,0.961236,1.045891,1.081177,0.647713,0.914823,1.047952,1.027471,0.869592,0.585418,.,.,.,.,.,.
LVA,1957,1,interm,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.
LVA,1957,1,interm,1,7,13.83297,0.222399,2.543824,0.399762,0.332467,0.779215,0.61062,1.248896,0.473404,0.509649,0.398777,0.618951,0.720192,0.744493,0.538006,0.759871,0.870449,0.853436,0.722301,0.48626,.,.,.,.,.,.
LVA,1957,1,interm,1,8,11.20215,2.680297,1.054495,2.418288,1.669818,0.157117,0.387208,0.389998,0.256726,0.276381,0.221343,0.343553,0.280362,0.289821,0.113859,0.160813,0.184215,0.131559,0.111343,0.074958,.,.,.,.,.,.
LVA,1957,1,interm,1,9,20.57026,0.165646,0.299471,0.185741,0.24543,0.005248,0.007623,0.145193,1.142528,1.167111,0.473678,0.735205,2.691636,2.782462,1.338334,1.890242,2.165314,2.12299,1.796789,1.209615,.,.,.,.,.,.
